VBat1,VBat2,VBat3,TEx1,TEx2,TIn1,TIn2,TIn3,5VLine,12VLine,
  57,  57,  68,4095,4095,1462,1439,1298,2115,1363,1017,
  57,  56,  69,4095,4095,1463,1439,1302,2116,1341,1016,
  57,  56,  69,4095,4095,1462,1439,1300,2115,1369,1018,
  56,  55,  70,4095,4095,1464,1441,1298,2119,1337,1017,
  56,  55,  69,4095,4095,1463,1437,1299,2116,1343,1018,
  57,  56,  69,4095,4095,1462,1438,1299,2114,1348,1017,
  55,  57,  68,4095,4095,1462,1437,1299,2114,1336,1017,
  56,  57,  69,4095,4095,1462,1439,1298,2113,1355,1017,
  57,  56,  70,4095,4095,1465,1437,1294,2116,1357,1016,
  57,  55,  69,4095,4095,1465,1438,1300,2114,1337,1017,
  57,  57,  69,4095,4095,1463,1437,1300,2114,1349,1016,
  55,  55,  68,4095,4095,1463,1438,1300,2117,1363,1017,
  57,  55,  70,4095,4095,1465,1439,1297,2116,1345,1016,
  56,  55,  68,4095,4095,1463,1440,1297,2116,1351,1017,
  57,  56,  69,4095,4095,1463,1437,1300,2113,1350,1017,
  56,  55,  69,4095,4095,1463,1439,1297,2115,1360,1018,
  57,  57,  68,4095,4095,1465,1438,1298,2115,1352,1015,
  57,  57,  69,4095,4095,1463,1439,1297,2115,1339,1017,
  56,  58,  69,4095,4095,1463,1440,1301,2115,1338,1017,
  57,  55,  69,4095,4095,1463,1439,1299,2117,1339,1016,
  56,  56,  69,4095,4095,1465,1438,1296,2116,1345,1016,
  57,  56,  69,4095,4095,1465,1438,1301,2115,1353,1017,
  57,  56,  69,4095,4095,1463,1437,1299,2117,1341,1017,
  56,  56,  69,4095,4095,1465,1439,1299,2118,1358,1017,
  56,  57,  69,4095,4095,1463,1438,1299,2114,1352,1017,
  56,  56,  69,4095,4095,1464,1438,1297,2117,1344,1017,
  57,  57,  69,4095,4095,1463,1438,1298,2116,1346,1018,
  57,  56,  69,4095,4095,1463,1439,1301,2114,1348,1017,
  57,  57,  69,4095,4095,1463,1439,1301,2119,1345,1018,
  56,  57,  69,4095,4095,1464,1439,1295,2118,1348,1017,
  57,  56,  69,4095,4095,1464,1439,1297,2120,1364,1017,
  56,  56,  68,4095,4095,1465,1439,1298,2116,1344,1016,
  55,  57,  70,4095,4095,1467,1439,1299,2117,1347,1016,
  55,  55,  70,4095,4095,1463,1440,1298,2113,1353,1015,
  57,  56,  70,4095,4095,1465,1439,1299,2114,1344,1017,
  57,  58,  70,4095,4095,1464,1438,1300,2117,1333,1018,
  57,  56,  69,4095,4095,1465,1439,1300,2116,1345,1017,
  56,  55,  69,4095,4095,1462,1438,1296,2115,1339,1016,
  55,  55,  70,4095,4095,1465,1440,1297,2116,1347,1018,
  57,  56,  69,4095,4095,1463,1439,1299,2114,1343,1018,
  57,  56,  69,4095,4095,1466,1438,1296,2116,1343,1017,
  57,  55,  69,4095,4095,1466,1438,1300,2114,1352,1018,
  57,  57,  69,4095,4095,1464,1437,1298,2116,1346,1016,
  57,  56,  68,4095,4095,1465,1439,1300,2116,1337,1016,
  58,  56,  70,4095,4095,1464,1438,1299,2117,1352,1017,
  55,  55,  70,4095,4095,1463,1438,1299,2113,1350,1016,
  56,  56,  69,4095,4095,1465,1439,1297,2117,1339,1018,
  57,  57,  68,4095,4095,1466,1439,1298,2116,1341,1018,
  55,  56,  69,4095,4095,1463,1437,1296,2117,1345,1017,
  56,  56,  69,4095,4095,1465,1438,1301,2115,1348,1018,
  55,  56,  68,4095,4095,1465,1438,1298,2118,1349,1017,
  56,  56,  69,4095,4095,1465,1438,1299,2114,1337,1018,
  57,  56,  69,4095,4095,1466,1439,1297,2115,1341,1016,
  55,  56,  68,4095,4095,1463,1439,1300,2115,1346,1017,
  58,  56,  69,4095,4095,1463,1439,1297,2116,1349,1017,
  56,  55,  70,4095,4095,1465,1438,1296,2116,1338,1018,
  56,  56,  69,4095,4095,1466,1439,1301,2116,1334,1018,
  56,  56,  69,4095,4095,1466,1438,1300,2113,1358,1018,
  56,  55,  68,4095,4095,1465,1439,1299,2119,1339,1016,
  56,  56,  69,4095,4095,1466,1437,1298,2117,1327,1017,
  57,  55,  69,4095,4095,1466,1439,1299,2117,1353,1017,
  55,  57,  69,4095,4095,1465,1438,1298,2118,1344,1018,
  57,  55,  68,4095,4095,1466,1439,1301,2117,1314,1017,
  56,  56,  69,4095,4095,1466,1438,1299,2116,1344,1017,
  57,  55,  69,4095,4095,1467,1440,1298,2118,1349,1018,
  59,  57,  69,4095,4095,1467,1440,1299,2114,1360,1017,
  55,  56,  69,4095,4095,1466,1437,1297,2116,1338,1018,
  56,  53,  70,4095,4095,1467,1437,1299,2115,1358,1017,
  57,  55,  69,4095,4095,1465,1440,1298,2117,1312,1018,
  55,  56,  69,4095,4095,1466,1438,1299,2114,1368,1017,
  57,  56,  69,4095,4095,1465,1438,1295,2115,1347,1018,
  56,  55,  69,4095,4095,1468,1437,1298,2116,1347,1018,
  55,  55,  67,4095,4095,1465,1438,1298,2116,1354,1016,
  57,  56,  69,4095,4095,1467,1437,1300,2118,1358,1018,
  56,  57,  70,4095,4095,1465,1438,1296,2117,1338,1016,
  57,  56,  70,4095,4095,1467,1438,1295,2117,1344,1018,
  57,  57,  69,4095,4095,1466,1439,1299,2115,1345,1017,
  55,  57,  68,4095,4095,1466,1438,1300,2115,1321,1017,
  55,  56,  69,4095,4095,1467,1439,1299,2117,1343,1018,
  57,  57,  70,4095,4095,1467,1438,1297,2117,1344,1018,
  57,  55,  69,4095,4095,1466,1438,1297,2117,1348,1018,
  57,  56,  70,4095,4095,1467,1439,1297,2117,1340,1018,
  56,  55,  69,4095,4095,1465,1438,1301,2116,1354,1018,
  57,  57,  69,4095,4095,1465,1439,1301,2116,1340,1019,
  56,  56,  69,4095,4095,1465,1438,1298,2116,1353,1017,
  56,  55,  69,4095,4095,1468,1437,1300,2117,1360,1017,
  57,  57,  68,4095,4095,1466,1439,1299,2117,1340,1019,
  55,  57,  69,4095,4095,1467,1439,1300,2115,1337,1018,
  57,  55,  69,4095,4095,1465,1439,1298,2116,1349,1018,
  57,  56,  70,4095,4095,1467,1439,1301,2118,1327,1018,
  57,  57,  70,4095,4095,1464,1440,1300,2119,1350,1018,
  56,  57,  70,4095,4095,1467,1439,1300,2118,1352,1018,
  56,  55,  69,4095,4095,1467,1439,1299,2116,1344,1019,
  57,  57,  68,4095,4095,1467,1439,1300,2116,1334,1020,
  57,  55,  69,4095,4095,1469,1438,1295,2118,1346,1017,
  56,  55,  68,4095,4095,1469,1437,1297,2118,1338,1018,
  56,  57,  69,4095,4095,1465,1439,1295,2115,1335,1017,
  55,  56,  70,4095,4095,1467,1438,1297,2118,1345,1018,
  57,  55,  69,4095,4095,1468,1439,1300,2114,1359,1018,
  56,  57,  69,4095,4095,1466,1440,1295,2116,1295,1019,
  57,  56,  69,4095,4095,1467,1439,1298,2117,1337,1018,
  57,  55,  67,4095,4095,1465,1437,1297,2119,1338,1019,
  57,  56,  69,4095,4095,1469,1439,1298,2117,1362,1019,
  57,  58,  69,4095,4095,1468,1438,1298,2117,1339,1019,
  56,  56,  69,4095,4095,1468,1438,1300,2114,1336,1019,
  55,  56,  69,4095,4095,1467,1439,1297,2115,1337,1018,
  57,  56,  69,4095,4095,1467,1439,1300,2114,1351,1018,
  56,  57,  69,4095,4095,1467,1438,1297,2115,1347,1017,
  55,  57,  69,4095,4095,1466,1437,1299,2113,1313,1018,
  56,  56,  69,4095,4095,1466,1439,1297,2116,1348,1018,
  56,  56,  67,4095,4095,1467,1440,1299,2116,1343,1019,
  57,  56,  69,4095,4095,1467,1437,1295,2115,1336,1018,
  55,  57,  69,4095,4095,1467,1439,1298,2117,1352,1018,
  56,  55,  69,4095,4095,1467,1438,1299,2118,1340,1017,
  57,  56,  69,4095,4095,1466,1439,1297,2116,1363,1020,
  57,  55,  69,4095,4095,1467,1439,1298,2116,1346,1017,
  57,  57,  68,4095,4095,1469,1439,1299,2118,1336,1017,
  55,  56,  69,4095,4095,1466,1440,1300,2115,1342,1017,
  56,  55,  69,4095,4095,1468,1440,1295,2115,1349,1018,
  56,  55,  69,4095,4095,1466,1439,1300,2119,1339,1018,
  57,  57,  69,4095,4095,1467,1439,1298,2118,1348,1019,
  56,  56,  69,4095,4095,1468,1440,1300,2117,1285,1018,
  56,  56,  70,4095,4095,1468,1437,1297,2119,1340,1018,
  56,  57,  68,4095,4095,1469,1439,1297,2115,1346,1018,
  55,  56,  68,4095,4095,1469,1439,1301,2116,1344,1019,
  55,  56,  70,4095,4095,1467,1438,1301,2119,1348,1018,
  56,  55,  70,4095,4095,1466,1438,1301,2116,1340,1019,
  55,  56,  70,4095,4095,1467,1439,1298,2118,1347,1017,
  56,  56,  71,4095,4095,1467,1438,1296,2114,1341,1017,
  56,  56,  70,4095,4095,1468,1439,1298,2114,1319,1018,
  55,  57,  69,4095,4095,1469,1438,1298,2116,1337,1017,
  57,  57,  69,4095,4095,1468,1440,1301,2117,1348,1019,
  57,  56,  68,4095,4095,1466,1439,1299,2115,1337,1019,
  55,  57,  69,4095,4095,1467,1440,1300,2118,1340,1019,
  55,  56,  69,4095,4095,1467,1438,1298,2117,1338,1018,
  56,  56,  69,4095,4095,1468,1439,1297,2116,1299,1019,
  56,  57,  69,4095,4095,1467,1437,1296,2115,1350,1020,
  55,  56,  69,4095,4095,1468,1439,1297,2118,1338,1019,
  56,  55,  68,4095,4095,1467,1441,1297,2117,1343,1018,
  57,  56,  69,4095,4095,1469,1440,1296,2117,1353,1018,
  57,  56,  68,4095,4095,1467,1439,1301,2115,1341,1019,
  56,  56,  70,4095,4095,1469,1438,1296,2118,1341,1019,
  56,  55,  67,4095,4095,1469,1441,1295,2117,1346,1018,
  57,  56,  69,4095,4095,1468,1437,1298,2116,1345,1019,
  55,  56,  69,4095,4095,1468,1439,1300,2117,1349,1018,
  55,  55,  68,4095,4095,1468,1438,1299,2114,1329,1019,
  56,  57,  69,4095,4095,1469,1438,1300,2116,1339,1018,
  56,  56,  69,4095,4095,1468,1439,1299,2116,1349,1019,
  57,  57,  69,4095,4095,1467,1438,1298,2115,1363,1018,
  55,  54,  68,4095,4095,1465,1438,1296,2117,1344,1018,
  57,  56,  68,4095,4095,1468,1440,1301,2117,1340,1018,
  57,  56,  70,4095,4095,1467,1439,1299,2117,1305,1019,
  57,  55,  69,4095,4095,1467,1440,1299,2117,1337,1019,
  55,  56,  69,4095,4095,1466,1440,1297,2115,1345,1019,
  56,  57,  69,4095,4095,1468,1438,1297,2115,1361,1019,
  57,  56,  73,4095,4095,1468,1440,1299,2116,1353,1019,
  57,  56,  69,4095,4095,1468,1437,1299,2117,1366,1019,
