VBat1,VBat2,VBat3,TEx1,TEx2,TIn1,TIn2,TIn3,5VLine,12VLine,
  57,  57,  69,4095,4095,1463,1455,1296,2118,1359,1020,
  57,  57,  68,4095,4095,1466,1455,1297,2120,1287,1018,
  58,  56,  68,4095,4095,1465,1454,1298,2117,1261,1019,
  56,  55,  69,4095,4095,1465,1455,1297,2116,1278,1020,
  57,  57,  68,4095,4095,1466,1456,1298,2117,1259,1019,
  56,  56,  68,4095,4095,1465,1458,1295,2117,1249,1020,
  56,  58,  69,4095,4095,1466,1457,1300,2115,1207,1021,
  56,  55,  69,4095,4095,1466,1457,1300,2115,1164,1020,
  57,  56,  69,4095,4095,1465,1457,1298,2115,1129,1022,
  58,  56,  69,4095,4095,1467,1457,1296,2118,1105,1021,
  57,  55,  69,4095,4095,1465,1457,1294,2115,1386,1020,
  56,  55,  69,4095,4095,1468,1458,1294,2115,1391,1019,
  56,  57,  68,4095,4095,1467,1457,1299,2115,1387,1019,
  56,  56,  69,4095,4095,1466,1459,1298,2115,1413,1021,
  55,  56,  69,4095,4095,1465,1458,1299,2118,1424,1019,
  55,  57,  70,4095,4095,1467,1455,1296,2117,1287,1018,
  57,  56,  68,4095,4095,1467,1457,1298,2117,1295,1019,
  55,  56,  69,4095,4095,1466,1457,1298,2116,1293,1019,
  57,  57,  69,4095,4095,1467,1457,1298,2116,1292,1020,
  57,  55,  68,4095,4095,1467,1456,1295,2116,1293,1019,
  56,  56,  69,4095,4095,1467,1457,1298,2116,1256,1019,
  56,  57,  69,4095,4095,1466,1459,1296,2118,1213,1019,
  56,  57,  69,4095,4095,1467,1458,1297,2117,1164,1021,
  57,  57,  69,4095,4095,1467,1458,1301,2119,1140,1020,
  56,  57,  69,4095,4095,1467,1458,1297,2118,1120,1020,
  56,  57,  69,4095,4095,1468,1458,1296,2117,1396,1020,
  56,  55,  69,4095,4095,1467,1459,1294,2118,1413,1020,
  57,  56,  69,4095,4095,1466,1457,1297,2115,1415,1022,
  56,  57,  68,4095,4095,1467,1456,1300,2117,1434,1021,
  56,  55,  69,4095,4095,1467,1460,1300,2115,1444,1021,
  56,  58,  68,4095,4095,1466,1457,1298,2117,1289,1020,
  56,  55,  69,4095,4095,1467,1459,1298,2118,1288,1021,
  57,  56,  69,4095,4095,1466,1457,1295,2116,1291,1020,
  55,  57,  69,4095,4095,1469,1458,1297,2117,1290,1021,
  56,  56,  70,4095,4095,1466,1459,1297,2116,1274,1019,
  55,  56,  69,4095,4095,1465,1457,1297,2116,1226,1019,
  57,  57,  68,4095,4095,1467,1460,1297,2121,1182,1020,
  54,  56,  68,4095,4095,1465,1459,1297,2117,1157,1021,
